ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
EMS,UPCOM,Chuyển phát nhanh Bưu điện,190.0,2771,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,1861,879.0,0.022,http://www.ems.com.vn,2.7,-0.298,-0.14,-0.044,19.8,19.8,CT
HNB,UPCOM,Bến xe Hà Nội,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,390,437.0,0.001,https://benxehanoi.vn/,,-0.016,0.078,0.408,9.5,9.5,CT
QLT,UPCOM,Bảo trì đường thủy nội địa số 10,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,110,107.0,0.0,http://www.wamico10.vn,,-0.062,0.23,0.148,1.5,1.5,CT
MTL,UPCOM,Môi trường Đô thị Từ Liêm,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,50,283.0,0.001,http://www.moitruongdothituliem.com.vn,,-0.165,0.196,0.056,6.0,6.0,CT
VXT,UPCOM,Kho vận và DV Thương mại,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,,0.0,0.0,http://www.vinatranco.com.vn,,-0.016,0.28,1.116,3.6,3.6,CT
GEE,UPCOM,Thiết bị điện GELEX,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2016,470,105.0,0.0,https://gelex-electric.com,1.8,-0.083,0.001,,300.0,300.0,CT
MDA,UPCOM,Môi trường Đô thị Đông Anh,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,193,166.0,0.0,http://www.moitruongdonganh.vn,,-0.016,0.078,0.343,1.2,1.2,CT
GIC,HNX,ĐT Dịch vụ và PT Xanh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,150,0.0,0.05,https://greenicd.com.vn/,,-0.11,-0.165,-0.215,12.1,12.1,CT
APH,HOSE,Tập đoàn An Phát Holdings,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,0,0.0,0.312,http://www.anphatholdings.com,2.3,0.044,-0.182,-0.464,243.9,243.9,CT
CFM,UPCOM,Đầu tư CFM,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,,224.0,0.001,http://www.cfminvestment.com,,0.149,0.3,0.277,2.0,2.0,CT
MCD,UPCOM,Môi trường và Đô thị Đông Hà,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,,0,238.0,0.0,http://www.moitruongdothidongha.vn,,-0.016,,,0.3,0.3,CT
SSF,UPCOM,Giáo dục G Sài Gòn,227.0,3765,Hàng cá nhân & Gia dụng,Personal & Household Goods,1950,6,120.0,0.0,http://www.sashoco.vn,,0.129,0.489,3.158,3.1,3.2,CT
DTN,UPCOM,Diêm Thống Nhất,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1956,375,0.0,0.0,http://www.diemthongnhat.com.vn,,,,,2.2,2.2,CT
XPH,UPCOM,Xà phòng Hà Nội,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1960,85,0.0,0.001,https://haso.vn,,0.043,0.026,0.106,13.0,13.0,CT
NET,HNX,Bột giặt Net,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1972,543,168.0,0.01,http://www.netcovn.com.vn,2.9,-0.052,-0.028,0.104,22.4,22.4,CT
BVN,UPCOM,Bông Việt Nam,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1978,24,223.0,0.001,https://bongvietnam.com.vn/,,0.023,0.441,0.237,5.0,5.0,CT
PTG,UPCOM,May Phan Thiết,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1994,2300,252.0,0.0,http://www.phanthietgarment.com.vn,,-0.016,0.578,0.843,5.0,5.0,CT
AAT,HOSE,Tập đoàn Tiên Sơn Thanh Hóa,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1995,1200,2431.0,0.003,http://tiensonaus.com,2.9,-0.171,-0.286,-0.413,63.8,63.8,CT
GLT,HNX,KT Điện Toàn Cầu,223.0,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,1996,81,239.0,0.038,http://www.toancau.vn,,0.025,0.091,0.183,8.1,9.2,CT
BBT,UPCOM,Bông Bạch Tuyết,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1997,262,1539.0,0.008,http://www.bongbachtuyet.com.vn,2.2,0.12,0.069,-0.205,9.8,9.8,CT
BMG,UPCOM,May Bình Minh,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1999,1678,332.0,0.192,http://www.bmig.com.vn/,,0.7,0.177,0.357,5.3,5.3,CT
GIL,HOSE,XNK Bình Thạnh,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,1992,0.0,0.036,http://www.gilimex.com,3.2,0.175,-0.243,-0.33,69.0,69.0,CT
GDT,HOSE,Gỗ Đức Thành,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,1223,2148.0,0.239,http://www.goducthanh.com,2.6,-0.061,-0.058,-0.09,19.4,19.7,CT
VTI,UPCOM,Sản xuất - XNK Dệt may,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,124,0.0,0.0,http://www.vinateximex.vn,,-0.016,0.078,1.691,4.3,3.5,CT
DCS,UPCOM,Đại Châu,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,33,121.0,0.007,http://daichau.com/,,-0.016,-0.285,-0.451,60.3,60.3,CT
HNI,UPCOM,May Hữu Nghị,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2002,2661,0.0,0.023,http://www.hugamex.vn,2.3,0.109,0.061,0.67,23.8,11.9,CT
TNG,HNX,Đầu tư và Thương mại TNG,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,14752,15047.0,0.054,http://www.tng.vn,2.7,0.036,-0.178,-0.24,105.1,100.1,CT
GMC,HOSE,Garmex Sài Gòn,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,4118,0.0,0.083,http://www.garmex.vn,3.0,0.07,-0.17,-0.208,33.0,33.0,CT
LIX,HOSE,Bột giặt LIX,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,1098,174.0,0.082,http://www.lixco.com,3.0,-0.035,0.081,0.177,32.4,32.4,CT
SPB,UPCOM,Sợi Phú Bài,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,754,143.0,0.0,http://www.phubaispinning.com,3.3,-0.016,0.14,0.94,9.5,9.5,CT
CLC,HOSE,Thuốc lá Cát Lợi,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,313,1000.0,0.021,http://www.catloi.com.vn,3.0,-0.07,0.007,0.21,26.2,26.2,CT
KSD,HNX,Đầu tư DNA,219.0,3722,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,149,523.0,0.255,http://www.hangermetal.com,,-0.016,0.061,0.205,12.0,12.0,CT
BEL,UPCOM,Điện tử Biên Hoà,223.0,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,41,202.0,0.0,http://www.belco.com.vn,,-0.016,0.078,0.282,6.0,6.0,CT
FBA,UPCOM,Tập đoàn Quốc tế FBA,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,31,0.0,0.01,http://www.uslight.vn,,-0.016,0.078,0.343,3.4,3.4,CT
M10,UPCOM,May10,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,6935,1223.0,0.0,http://www.garco10.com.vn,2.7,-0.038,0.005,0.106,30.2,30.2,CT
PNJ,HOSE,Vàng Phú Nhuận,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,6018,12192.0,0.49,http://www.pnj.com.vn,2.9,0.014,0.039,0.308,246.0,246.2,CT
VDN,UPCOM,Vinatex Đà Nẵng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,3022,0.0,0.0,http://www.vinatexdn.com.vn,,-0.016,-0.047,0.436,3.0,3.0,CT
RAL,HOSE,Bóng đèn Phích nước Rạng Đông,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,2075,0.0,0.03,http://www.rangdongvn.com,3.0,-0.084,-0.058,-0.148,22.9,22.9,CT
NHT,HOSE,Sản xuất và Thương mại Nam Hoa,225.0,3747,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,2057,413.0,0.049,http://www.namhoatoys.vn,2.8,-0.067,0.079,-0.103,24.0,18.5,CT
NJC,UPCOM,May Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,,0.0,0.0,http://www.nagaco.com,,-0.016,0.078,0.075,3.0,3.0,CT
MNB,UPCOM,May Nhà Bè,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,13417,0.0,0.004,http://www.nhabe.com.vn,2.3,0.295,0.028,0.281,18.2,18.2,CT
HDM,UPCOM,Dệt May Huế,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,4926,0.0,0.0,http://www.huegatex.com.vn,3.4,-0.016,0.007,0.777,15.2,15.2,CT
TLG,HOSE,Tập đoàn Thiên Long,220.0,3724,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,3502,1975.0,0.198,http://www.thienlonggroup.com,3.2,-0.013,-0.177,0.36,77.8,77.8,CT
HUG,UPCOM,May Hưng Yên,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,2074,861.0,0.0,http://hugaco.vn,3.1,-0.016,0.078,0.513,16.3,16.3,CT
DQC,HOSE,Bóng đèn Điện Quang,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,1085,361.0,0.009,https://dienquang.com/,2.4,-0.012,-0.087,-0.152,27.6,34.4,CT
GTD,UPCOM,Giầy Thượng Đình,227.0,3765,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,603,133.0,0.0,http://www.thuongdinhfootwear.com.vn,1.6,0.49,0.367,0.024,9.3,9.3,CT
MGG,UPCOM,May Đức Giang,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,471,508.0,0.001,http://www.mayducgiang.com.vn,2.6,-0.086,-0.125,0.225,9.0,9.0,CT
NST,HNX,Thuốc lá Ngân Sơn,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,310,0.0,0.019,http://www.nganson.vn,,-0.061,-0.022,-0.084,11.2,11.2,CT
SHE,HNX,PT Năng Lượng Sơn Hà,219.0,3722,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,111,0.0,0.014,http://www.thaiduongnang.com.vn,,-0.092,-0.249,-0.106,9.6,9.6,CT
TET,HNX,May mặc Miền Bắc,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,34,0.0,0.0,http://www.textaco.vn,,-0.016,0.078,0.235,5.7,5.7,CT
TCM,HOSE,Dệt may Thành Công,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,7520,7046.0,0.465,http://www.thanhcong.com.vn,2.5,0.038,0.101,-0.015,81.9,82.0,CT
NTT,UPCOM,Dệt - May Nha Trang,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,1692,287.0,0.0,http://www.detnhatrang.com.vn,,-0.016,0.078,0.467,23.5,23.5,CT
ADS,HOSE,Dệt sợi DAMSAN,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,679,2933.0,0.01,http://damsanjsc.vn/en/,2.6,-0.136,-0.168,-0.334,43.8,43.8,CT
AG1,UPCOM,28.1 JSC,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,632,196.0,0.001,http://www.agtex28-1.com,,-0.051,-0.037,-0.022,4.9,4.9,CT
LGM,UPCOM,Giày da và may mặc XK (Legamex),226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,585,425.0,0.002,http://www.legamex.com.vn,,-0.154,-0.222,-0.067,7.4,7.4,CT
FTM,UPCOM,Phát triển Đức Quân,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,279,6098.0,0.003,http://www.fortex.com.vn,,-0.092,-0.376,-0.457,50.0,50.0,CT
HTG,UPCOM,Dệt may Hòa Thọ,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,9807,2825.0,0.0,http://www.hoatho.com.vn,3.1,-0.084,-0.068,0.238,30.0,30.0,CT
HCB,UPCOM,Dệt may 29/3,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,3701,381.0,0.0,http://www.hachiba.com.vn,,-0.046,0.276,0.519,5.2,5.2,CT
BDG,UPCOM,May mặc Bình Dương,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,2045,365.0,0.014,http://www.protradegarment.com,3.0,0.015,-0.051,0.426,24.8,12.0,CT
NDT,UPCOM,Dệt may Nam Định,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,1771,1024.0,0.0,http://www.natexco.com.vn,,-0.141,-0.343,-0.435,15.6,15.6,CT
EVE,HOSE,Everpia,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,1360,52.0,0.718,http://www.everpia.vn,3.0,-0.027,0.052,0.075,42.0,42.0,CT
TVT,HOSE,May Việt Thắng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,942,738.0,0.04,https://vietthang.com.vn,2.9,-0.003,-0.053,0.128,21.0,21.0,CT
X26,UPCOM,Công ty 26,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,850,269.0,0.0,http://www.has.com.vn,,-0.016,0.078,0.467,5.0,5.0,CT
KMR,HOSE,MIRAE,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,306,0.0,0.625,http://www.miraejsc.com,2.5,-0.023,-0.093,-0.421,56.9,56.9,CT
ASA,UPCOM,Hàng tiêu dùng ASA,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,12,675.0,0.003,http://www.asacorp.com.vn,,-0.016,0.078,0.555,10.0,10.0,CT
VTJ,HNX,TM và Đầu tư VINATABA,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,4,523.0,0.001,http://www.vinainvest.com.vn,,-0.016,-0.065,-0.277,11.4,11.4,CT
HSM,UPCOM,HANOSIMEX,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,3067,216.0,0.0,http://www.hanosimex.com.vn,2.7,-0.287,-0.349,-0.233,20.5,20.5,CT
X20,HNX,May mặc X20,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,2294,2596.0,0.002,http://www.gatexco20.com.vn,,-0.016,0.065,-0.147,17.3,17.3,CT
A32,UPCOM,Công ty 32,227.0,3765,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,1098,488.0,0.0,http://32jsc.com,,-0.095,0.152,0.354,6.8,6.8,CT
TTG,UPCOM,May Thanh Trì,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,638,0.0,0.066,http://www.hapro.com.vn,,-0.016,-0.269,-0.218,2.0,2.0,CT
MPT,UPCOM,Tập đoàn MPT,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,6,2255.0,0.006,http://mptgroup.com.vn,,0.109,-0.172,-0.357,17.1,17.1,CT
PPH,UPCOM,Phong Phú Corp.,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009,1847,2143.0,0.0,http://www.phongphucorp.com,3.0,-0.052,-0.109,-0.065,74.7,74.7,CT
CET,HNX,HTC Holding JSC,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009,26,693.0,0.001,https://cetholding.vn/,,-0.109,-0.214,-0.331,6.1,6.1,CT
VGT,UPCOM,VINATEX,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010,28553,29201.0,0.131,http://vinatex.com.vn,2.8,0.067,-0.304,-0.316,500.0,500.0,CT
DM7,UPCOM,Dệt may 7,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010,473,131.0,0.0,http://www.detmay7.com,,1.09,1.183,2.284,15.4,15.4,CT
G20,UPCOM,Đầu tư Dệt may Vĩnh Phúc,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010,250,110.0,0.001,http://www.ghome.vn,,-0.016,-0.144,-0.352,14.4,14.4,CT
TDT,HNX,Đầu tư và Phát triển TDT,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2011,1740,255.0,0.002,http://www.tdtgroup.vn,,0.029,-0.036,-0.134,23.9,23.9,CT
VGG,UPCOM,May Việt Tiến,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2012,8206,1862.0,0.149,http://www.viettien.com.vn,2.7,-0.071,-0.058,0.02,44.1,44.1,CT
STK,HOSE,Sợi Thế Kỷ,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2012,998,1048.0,0.126,http://www.theky.vn,2.9,-0.012,-0.134,-0.175,81.8,84.4,CT
HJC,UPCOM,Công ty Cổ phần Hòa Việt,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2012,264,441.0,0.0,http://www.hoavietjsc.com,,-0.016,-0.104,0.076,12.9,12.9,CT
MSH,HOSE,May Sông Hồng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,10496,511.0,0.053,http://www.songhong.vn,3.0,0.053,0.198,-0.035,75.0,75.0,CT
HLT,UPCOM,Dệt may Hoàng Thị Loan,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,893,650.0,0.0,http://www.halotexco.com.vn,,-0.016,0.078,0.282,5.5,5.5,CT
TLI,UPCOM,May Quốc tế Thắng Lợi,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,427,356.0,0.0,http://www.maythangloi.com.vn,,-0.016,0.078,0.32,3.0,3.0,CT
SVD,HOSE,Đầu tư &amp; Thương mại Vũ Đăng,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,0,1167.0,0.004,http://www.vudang.vn,2.6,0.022,-0.184,-0.405,27.6,25.8,CT
XHC,UPCOM,Nội thất Xuân Hòa,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2014,591,427.0,0.0,http://www.xuanhoa.vn,2.6,-0.163,-0.07,0.539,21.1,21.1,CT
DCG,UPCOM,May Đáp Cầu,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2015,2080,879.0,0.053,http://www.dagarco.vn,,-0.016,0.078,1.192,6.8,6.8,CT
BKG,HOSE,Đầu tư BKG Việt Nam,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2015,33,0.0,0.001,http://www.bkgvietnam.com,2.9,-0.089,-0.169,-0.33,68.2,62.0,CT
SGI,UPCOM,ĐT PT Sài Gòn 3 Group,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2018,0,490.0,0.0,https://www.saigon3group.com.vn,2.7,-0.073,-0.019,0.076,75.5,75.5,CT
BRC,HOSE,Cao su Bến Thành,150.0,1353,Hóa chất,Chemicals,1975,204,462.0,0.005,http://www.berubco.com.vn,3.5,0.008,0.006,-0.021,12.4,12.4,CT
TSC,HOSE,Kỹ thuật NN Cần Thơ,151.0,1357,Hóa chất,Chemicals,1976,714,3181.0,0.002,http://www.tsccantho.com.vn,,0.007,-0.213,-0.425,196.9,196.9,CT
SFG,HOSE,Phân bón Miền Nam,151.0,1357,Hóa chất,Chemicals,1976,681,765.0,0.007,http://www.phanbonmiennam.com.vn,2.4,-0.079,-0.207,-0.173,47.9,47.9,CT
CSV,HOSE,Hóa chất Cơ bản miền Nam,151.0,1357,Hóa chất,Chemicals,1976,636,4356.0,0.04,http://www.sochemvn.com,3.2,-0.003,-0.203,-0.14,44.2,44.2,CT
NFC,HNX,Phân lân Ninh Bình,151.0,1357,Hóa chất,Chemicals,1977,253,265.0,0.0,http://www.niferco.com.vn,,-0.016,-0.157,0.05,15.7,15.7,CT
TPC,HOSE,Nhựa Tân Đại Hưng,150.0,1353,Hóa chất,Chemicals,1984,760,670.0,0.025,http://www.tandaihungplastic.com,2.9,0.073,-0.298,-0.065,22.5,24.4,CT
TNC,HOSE,Cao su Thống Nhất,150.0,1353,Hóa chất,Chemicals,1991,0,0.0,0.006,http://trc.com.vn,2.9,0.033,0.133,1.388,19.3,19.3,CT
VFG,HOSE,Khử trùng Việt Nam,151.0,1357,Hóa chất,Chemicals,1993,1216,687.0,0.026,http://www.vfc.com.vn,2.9,-0.032,0.089,0.661,41.7,41.7,CT
NNG,UPCOM,CN - DV - TM Ngọc Nghĩa,150.0,1353,Hóa chất,Chemicals,1993,825,400.0,0.978,http://nnc.vn,2.6,-0.016,-0.068,0.267,81.6,81.6,CT
VXP,UPCOM,Thuốc Thú y Trung ương VETVACO,151.0,1357,Hóa chất,Chemicals,1993,234,210.0,0.0,http://www.vetvaco.com.vn,,-0.016,0.078,0.821,3.6,3.6,CT
HNP,UPCOM,Hanel Xốp Nhựa,150.0,1353,Hóa chất,Chemicals,1994,380,293.0,0.027,https://hanelplastics.com.vn/,,-0.016,0.078,0.423,5.0,5.0,CT
DTT,HOSE,Kỹ nghệ Đô Thành,150.0,1353,Hóa chất,Chemicals,1994,214,834.0,0.002,http://www.dothanhtech.com,3.3,-0.011,-0.001,0.067,8.2,8.2,CT
CPC,HNX,Thuốc sát trùng Cần Thơ,151.0,1357,Hóa chất,Chemicals,1996,197,349.0,0.071,http://www.tstcantho.com.vn,,-0.035,-0.022,0.011,4.1,4.3,CT
APP,UPCOM,Phụ gia và SP Dầu mỏ,151.0,1357,Hóa chất,Chemicals,1996,97,304.0,0.005,http://www.app.com.vn,,-0.034,-0.128,-0.228,4.7,4.7,CT
VKP,UPCOM,Nhựa Tân Hóa,150.0,1353,Hóa chất,Chemicals,2000,350,0.0,0.0,http://www.tanhoaplastic.vn,,-0.016,0.078,0.343,8.0,8.0,CT
VNY,UPCOM,Thuốc thú y Trung ương I,151.0,1357,Hóa chất,Chemicals,2000,107,205.0,0.0,http://www.vinavetco.com,,-0.016,0.078,-0.051,14.2,14.2,CT
DAG,HOSE,TĐ Nhựa Đông Á,150.0,1353,Hóa chất,Chemicals,2001,244,6605.0,0.003,http://www.dag.com.vn,2.0,0.002,-0.224,-0.395,59.6,59.6,CT
AAA,HOSE,An Phát Bioplastics,150.0,1353,Hóa chất,Chemicals,2002,2713,27697.0,0.025,https://anphatbioplastics.com,2.7,0.0,-0.113,-0.288,382.3,382.3,CT
SIV,UPCOM,Sơn Sivico,151.0,1357,Hóa chất,Chemicals,2002,80,175.0,0.093,http://www.sivico.com.vn,,0.199,0.088,0.281,3.0,3.0,CT
HSI,UPCOM,Phân bón Hóa sinh,151.0,1357,Hóa chất,Chemicals,2003,150,619.0,0.037,http://www.hsi.com.vn,1.8,-0.016,-0.109,-0.274,9.9,10.0,CT
DPR,HOSE,Cao su Đồng Phú,150.0,1353,Hóa chất,Chemicals,2004,4157,3907.0,0.026,http://www.doruco.com.vn,3.5,-0.017,-0.097,-0.113,43.0,43.0,CT
LTG,UPCOM,Tập đoàn Lộc Trời (BVTV An Giang),151.0,1357,Hóa chất,Chemicals,2004,3420,2521.0,0.4,http://www.agpps.com.vn,2.6,-0.058,-0.26,-0.146,80.6,80.6,CT
DGC,HOSE,Hóa chất Đức Giang,151.0,1357,Hóa chất,Chemicals,2004,2170,944.0,0.17,http://ducgiangchem.vn,3.7,-0.121,-0.261,0.076,379.8,379.8,CT
DPM,HOSE,Đạm Phú Mỹ,151.0,1357,Hóa chất,Chemicals,2004,1529,15217.0,0.18,http://www.dpm.vn,3.8,-0.086,-0.167,0.143,391.3,391.4,CT
PLC,HNX,Hóa dầu Petrolimex,151.0,1357,Hóa chất,Chemicals,2004,760,5037.0,0.011,http://www.plc.com.vn,2.3,0.072,-0.247,-0.295,80.8,80.8,CT
HRC,HOSE,Cao su Hòa Bình,150.0,1353,Hóa chất,Chemicals,2004,608,681.0,0.006,http://www.horuco.com.vn,2.2,-0.016,0.078,0.472,30.2,30.2,CT
RDP,HOSE,Nhựa Rạng Đông,150.0,1353,Hóa chất,Chemicals,2005,650,1196.0,0.003,https://rangdongholding.com.vn/,2.1,-0.051,-0.128,-0.243,49.1,49.1,CT
RBC,UPCOM,Công Nghiệp và Xuất nhập khẩu Cao Su,150.0,1353,Hóa chất,Chemicals,2005,445,305.0,0.0,http://www.rubico.com.vn,,-0.016,0.078,0.343,9.9,10.0,CT
VET,UPCOM,Thuốc thú y trung ương Navetco,151.0,1357,Hóa chất,Chemicals,2005,312,507.0,0.001,http://www.navetco.com.vn,2.3,0.075,0.03,0.205,16.0,16.0,CT
HAI,HOSE,Nông Dược HAI,151.0,1357,Hóa chất,Chemicals,2005,187,8365.0,0.012,http://www.congtyhai.com,2.4,-0.016,0.078,-0.437,182.7,182.7,CT
IRC,UPCOM,Cao su Công nghiệp,150.0,1353,Hóa chất,Chemicals,2005,186,0.0,0.0,http://www.donarubber.com.vn,,-0.016,0.078,0.343,17.5,17.5,CT
TRC,HOSE,Cao su Tây Ninh,150.0,1353,Hóa chất,Chemicals,2006,1784,735.0,0.007,http://www.taniruco.com,2.8,-0.105,-0.154,-0.102,29.1,30.0,CT
DHB,UPCOM,Đạm Hà Bắc,151.0,1357,Hóa chất,Chemicals,2006,1238,1335.0,0.0,http://www.damhabac.com.vn,2.8,-0.088,-0.079,0.159,272.2,272.2,CT
VPS,HOSE,Thuốc sát trùng Việt Nam,151.0,1357,Hóa chất,Chemicals,2006,360,780.0,0.007,http://www.vipesco.com.vn,3.2,0.008,-0.119,-0.064,24.5,24.5,CT
HVT,HNX,Hóa chất Việt trì,151.0,1357,Hóa chất,Chemicals,2006,325,0.0,0.02,http://vitrichem.vn/,3.2,-0.04,0.0,0.205,11.0,11.0,CT
BT1,UPCOM,Bảo vệ thực vật 1 TW,151.0,1357,Hóa chất,Chemicals,2006,275,274.0,0.0,https://psc1.com/,,-0.074,0.019,0.307,5.3,5.3,CT
GER,UPCOM,Thể thao Ngôi sao Geru,150.0,1353,Hóa chất,Chemicals,2006,130,101.0,0.0,http://www.gerusport.com.vn,,-0.016,-0.09,1.27,2.2,2.2,CT
SEP,UPCOM,Thương mại Quảng Trị,150.0,1353,Hóa chất,Chemicals,2007,531,0.0,0.0,http://www.sepon.com.vn,,-0.016,-0.027,0.016,8.4,8.4,CT
VNP,UPCOM,Nhựa Việt Nam,150.0,1353,Hóa chất,Chemicals,2007,51,489.0,0.01,http://www.vinaplast.com.vn,3.0,-0.073,-0.232,-0.331,19.4,19.4,CT
QBS,HOSE,Xuất nhập khẩu Quảng Bình,151.0,1357,Hóa chất,Chemicals,2007,49,1736.0,0.0,http://www.quangbinhjsc.com.vn,2.7,0.009,-0.241,-0.394,69.3,69.3,CT
PGN,HNX,Phụ Gia Nhựa,150.0,1353,Hóa chất,Chemicals,2007,41,607.0,0.07,https://pgn.com.vn/,,-0.304,-0.252,-0.117,8.5,8.5,CT
PHR,HOSE,Cao su Phước Hòa,150.0,1353,Hóa chất,Chemicals,2008,3126,2495.0,0.114,http://www.phr.vn,3.2,-0.042,-0.156,-0.13,135.5,135.5,CT
