ticker,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType
VC9,HNX,Xây dựng số 9,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,217,834.0,0.026,http://www.vinaconex-9.com.vn,,-0.016,-0.168,-0.234,11.7,12.0,CT
DND,UPCOM,XD và Vật liệu Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,141,283.0,0.0,http://www.vatlieudongnai.vn,2.9,-0.016,0.056,0.038,8.8,8.8,CT
L12,UPCOM,LICOGI 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,120,0.0,0.001,http://www.licogi12.com,,-0.206,-0.346,-0.465,6.7,7.0,CT
LIG,HNX,Licogi 13,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,113,0.0,0.0,http://www.licogi13.com.vn,2.7,0.018,-0.233,-0.465,94.2,95.1,CT
DSG,UPCOM,Kính Đáp Cầu,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,101,620.0,0.002,http://www.kinhdapcau.vn,,0.064,0.66,0.074,30.0,30.0,CT
DC2,HNX,DIC Số 2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,77,754.0,0.024,https://dic2.vn/,,-0.073,0.063,-0.218,7.2,7.2,CT
CIG,HOSE,Xây dựng COMA 18,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,59,308.0,0.0,http://www.coma18.vn,2.2,0.004,-0.286,-0.378,31.5,31.5,CT
TXM,HNX,Thạch cao Xi măng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,58,1116.0,0.008,http://www.thachcaoximang.com.vn,,-0.016,-0.013,-0.169,7.0,7.0,CT
SDP,UPCOM,Công ty Cổ phần SDP,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,56,0.0,0.002,http://www.sdp.com.vn,,0.061,0.155,-0.407,11.1,11.1,CT
DGT,UPCOM,Công trình GT Đồng Nai,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,52,0.0,0.0,http://www.dgtc.vn,2.4,0.06,-0.225,-0.446,79.0,79.0,CT
PNT,UPCOM,Kỹ thuật XD Phú Nhuận,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,43,0.0,0.001,http://www.pntc.com.vn,,0.025,0.105,0.294,9.3,9.3,CT
SVN,HNX,Tập đoàn Vexilla Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,10,687.0,0.079,http://www.solavina.vn,,0.006,0.057,-0.091,21.0,21.0,CT
VCG,HOSE,VINACONEX,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,6845,7864.0,0.032,http://www.vinaconex.com.vn,2.3,0.003,-0.144,-0.324,485.9,485.9,CT
HMS,UPCOM,XD Bảo tàng Hồ Chí Minh,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,2943,462.0,0.001,http://www.hcmcc.com.vn,2.6,-0.085,-0.122,-0.082,8.8,8.0,CT
VHL,HNX,Viglacera Hạ Long,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,2116,470.0,0.025,http://www.viglacerahalong.vn,2.3,-0.073,-0.131,-0.044,25.0,25.0,CT
BCC,HNX,Xi măng Bỉm Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,1356,0.0,0.011,http://ximangbimson.com.vn/,2.4,-0.064,-0.307,-0.436,123.2,123.2,CT
SDJ,UPCOM,Sông Đà 25,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,1318,422.0,0.003,http://www.songda25.com.vn,,-0.016,-0.276,-0.219,4.3,4.3,CT
CVT,HOSE,CMC JSC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,1125,1284.0,0.005,https://cmctiles.vn,2.6,-0.016,0.112,0.529,36.7,36.7,CT
SD2,UPCOM,Sông Đà 2,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,884,0.0,0.06,http://www.songda2.com.vn,,0.068,-0.109,-0.382,14.4,14.4,CT
LM3,UPCOM,Lilama 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,840,0.0,0.007,http://lilama3.vn/,,-0.016,0.028,0.654,5.2,5.2,CT
CDG,UPCOM,VLXD Cầu Đuống,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,584,215.0,0.0,http://www.cauduong.com.vn,,-0.016,0.078,0.718,3.5,3.5,CT
GND,UPCOM,Gạch ngói Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,518,290.0,0.005,http://www.tuildonai.com.vn,3.3,-0.087,0.003,0.165,9.0,9.0,CT
L18,HNX,LICOGI - 18,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,500,3503.0,0.0,http://www.licogi18.com.vn,2.4,0.059,-0.358,-0.365,38.1,38.1,CT
GMH,HOSE,Minh Hưng Quảng Trị,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,405,173.0,0.0,http://minhhungqt.vn,3.5,-0.05,0.058,,16.5,16.5,CT
G36,UPCOM,Tổng Công ty 36,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,343,13172.0,0.0,http://36corp.com/,2.0,-0.016,-0.228,-0.401,101.8,101.8,CT
VTV,HNX,Năng lượng và Môi trường VICEM,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,256,0.0,0.005,http://www.vtvxm.vn,2.4,-0.081,-0.167,-0.231,31.2,31.2,CT
DXV,HOSE,Vật liệu Xây dựng Đà Nẵng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,250,578.0,0.006,http://coxiva.com.vn/,2.5,-0.039,-0.085,-0.152,9.9,9.9,CT
DIH,HNX,PT Xây dựng Hội An,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,235,0.0,0.001,http://www.dichoian.com,1.9,0.036,0.016,-0.163,5.9,6.0,CT
CYC,UPCOM,Gạch men Chang YIH,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,221,0.0,0.393,http://www.changyih-ceramic.com,2.1,-0.016,0.078,0.135,9.0,2.0,CT
C36,UPCOM,XD công trình giao thông 236,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,195,150.0,0.0,http://www.jsc236.vn,,,,,1.1,1.1,CT
HDA,HNX,Hãng sơn Đông Á,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,186,562.0,0.009,http://hangsondonga.com.vn,3.1,-0.109,-0.223,-0.351,23.0,23.0,CT
TEL,UPCOM,Phát triển công trình viễn thông,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,166,475.0,0.0,http://www.telcom.vn,,-0.016,0.078,-0.245,5.0,5.0,CT
GTH,UPCOM,XD-GT Thừa Thiên Huế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,139,0.0,0.017,https://xdgt-tth.com.vn/,,-0.205,-0.224,-0.272,2.7,2.7,CT
LAI,UPCOM,XD Long An IDICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,130,113.0,0.0,http://www.idico-linco.com.vn,,-0.016,0.946,1.528,8.6,8.6,CT
PCM,UPCOM,VLXD Bưu điện,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,116,0.0,0.0,http://www.pcm.vn,,0.228,0.039,0.641,3.9,4.0,CT
PTO,UPCOM,Xây dựng Công trình Bưu điện,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,80,232.0,0.0,http://www.ptco.com.vn,,-0.016,0.107,0.677,1.2,1.2,CT
CH5,UPCOM,Xây dựng số 5 Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,79,175.0,0.0,http://www.ch5.vn,,-0.016,0.078,-0.218,3.7,3.7,CT
CC4,UPCOM,ĐT và XD số 4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,77,0.0,0.0,http://www.icon4.com.vn,2.9,-0.016,0.078,1.362,64.0,64.0,CT
CIP,UPCOM,XL và SX công nghiệp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,63,617.0,0.0,http://www.cipc.com.vn,,-0.233,-0.376,-0.443,4.5,4.5,CT
MES,UPCOM,Cơ điện Công trình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,61,101.0,0.0,http://www.mesc.com.vn,,-0.016,0.078,0.343,18.6,18.6,CT
PVH,UPCOM,Xây lắp Dầu khí Thanh Hóa,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,59,0.0,0.0,http://www.pvc-th.vn,,-0.131,-0.037,0.195,21.0,21.0,CT
NNC,HOSE,Đá Núi Nhỏ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,58,0.0,0.075,http://www.nuinho.vn,2.2,0.017,-0.027,-0.137,21.9,21.9,CT
CTA,UPCOM,Xây dựng Vinavico,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,51,229.0,0.003,http://www.vinavicogroup.com,,-0.133,-0.039,-0.121,9.5,8.5,CT
NED,UPCOM,Phát triển Điện Tây Bắc,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,49,8666.0,0.001,https://ned.vn,2.8,-0.082,-0.244,-0.348,40.5,40.5,CT
HCI,UPCOM,Đầu tư - XD Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,48,0.0,0.0,http://www.hancic.com.vn,,-0.016,0.078,0.232,5.2,5.2,CT
CGV,UPCOM,Vinaceglass JSC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,42,0.0,0.002,http://www.vinaceglass.com,,-0.056,-0.195,-0.319,9.5,9.5,CT
ICG,HNX,Xây dựng Sông Hồng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,29,1998.0,0.077,http://www.incomex.com.vn,,-0.033,-0.198,-0.349,17.6,20.0,CT
DVG,HNX,Tập đoàn Sơn Đại Việt,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,23,0.0,0.001,http://www.davipaint.com,2.6,-0.051,-0.247,-0.512,28.0,28.0,CT
HT1,HOSE,VICEM Hà Tiên,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,2373,15835.0,0.02,https://www.hatien1.com.vn,2.4,-0.012,-0.157,-0.311,381.6,381.6,CT
PVX,UPCOM,Xây lắp Dầu khí Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,1755,0.0,0.001,http://www.pvc.vn,2.4,-0.092,-0.195,-0.111,400.0,400.0,CT
SD4,HNX,Sông Đà 4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,1523,1182.0,0.02,http://www.songda4.vn,,-0.144,-0.166,-0.295,10.3,10.3,CT
VC5,UPCOM,Xây dựng Số 5,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,1012,0.0,0.011,http://www.vina5.vn,,-0.016,-0.104,-0.346,5.0,5.0,CT
HUT,HNX,HUD - Tasco,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,941,357.0,0.008,http://www.tasco.com.vn,2.2,0.016,-0.243,0.209,348.6,348.6,CT
C12,UPCOM,Cầu 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,508,414.0,0.0,http://www.congtycpcau12.vn,,-0.016,0.008,0.143,4.9,4.9,CT
CTI,HOSE,Cường Thuận IDICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,481,993.0,0.006,http://www.cuongthuan.vn,2.2,0.003,0.015,-0.134,54.8,63.0,CT
SD1,UPCOM,Sông Đà 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,479,0.0,0.0,http://www.songda1.com.vn,,-0.016,0.007,-0.209,7.8,5.0,CT
TV3,HNX,Tư vấn XD điện 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,467,0.0,0.002,http://www.pecc3.com.vn,,0.096,-0.003,0.198,9.5,8.3,CT
VCC,HNX,Vinaconex 25,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,465,478.0,0.0,http://www.vinaconex25.com.vn,1.7,-0.036,0.033,-0.083,12.0,12.0,CT
FCM,HOSE,Khoáng sản FECON,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,423,3204.0,0.031,http://www.feconmining.com.vn,2.5,-0.082,-0.22,-0.314,45.1,45.1,CT
NAC,UPCOM,Tư vấn xây dựng Tổng hợp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,412,226.0,0.0,http://www.nagecco.com,,-0.016,0.078,0.343,2.8,2.8,CT
PVY,UPCOM,Chế tạo Giàn khoan Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,354,0.0,0.002,http://www.pvshipyard.com.vn,,-0.016,0.169,-0.314,59.5,59.5,CT
CQT,UPCOM,Xi măng Quán Triều VVMI,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,349,626.0,0.0,http://ximangquantrieu.com/,,-0.057,-0.064,0.242,25.0,25.0,CT
CMS,HNX,CMH Group,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,326,0.0,0.0,http://www.cmvietnam.vn,3.0,-0.113,-0.284,-0.239,25.5,25.5,CT
PXM,UPCOM,Xây lắp Dầu khí Miền Trung,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,322,0.0,0.005,http://www.pvcmt.vn,,-0.016,-0.122,-0.212,15.0,15.0,CT
CCV,UPCOM,XD CN và đô thị Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,309,213.0,0.0,http://www.vcc.com.vn,,-0.016,0.078,1.343,1.8,1.8,CT
TA3,UPCOM,ĐT và Xây lắp Thành An 386,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,254,179.0,0.0,http://www.congty386.com.vn,,-0.016,-0.058,0.074,2.3,2.3,CT
L45,UPCOM,Lilama 45.1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,211,369.0,0.001,http://www.lilama45-1.com,,0.071,-0.115,-0.412,4.8,4.8,CT
UMC,UPCOM,Công trình đô thị Nam Định,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,206,205.0,0.0,http://www.congtrinhdothinamdinh.vn,,-0.016,0.078,0.354,1.8,1.8,CT
PVV,UPCOM,Vinaconex 39,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,150,149.0,0.001,http://www.pvv.com.vn,,0.03,0.148,0.781,30.0,30.0,CT
SCL,UPCOM,Sông Đà Cao Cường,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,144,900.0,0.0,http://www.songdacaocuong.vn,2.9,-0.089,-0.231,-0.408,17.3,17.3,CT
LCS,HNX,Licogi 16.6,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,121,339.0,0.003,http://www.licogi166.vn,,-0.016,0.078,-0.277,7.6,7.6,CT
HID,HOSE,Halcom Vietnam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,120,5848.0,0.007,http://www.halcom.vn,2.6,0.006,-0.289,-0.447,76.8,76.8,CT
ICC,UPCOM,Xây dựng công nghiệp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,120,223.0,0.08,http://www.xdcn.com.vn,,-0.078,0.021,0.607,3.8,3.8,CT
SBM,UPCOM,Đầu tư PT Bắc Minh,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,114,0.0,0.0,http://www.sbm.com.vn,2.8,-0.016,0.078,0.399,45.0,45.0,CT
TMX,HNX,Thương mại Xi măng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,97,411.0,0.072,http://www.tmx.com.vn,,-0.016,-0.013,0.062,6.0,6.0,CT
TCD,HOSE,ĐT Phát triển CN và Vận tải,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,88,4023.0,0.005,http://www.tracodi.com.vn,2.8,0.036,-0.391,-0.453,244.4,244.4,CT
PSB,UPCOM,Sao Mai Bến Đình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,80,0.0,0.0,http://www.pvsb.com.vn,2.5,0.026,-0.197,-0.229,50.0,50.0,CT
SDU,HNX,Đô thị Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,41,322.0,0.001,http://www.dothisongda.com.vn,2.5,-0.016,0.267,1.593,20.0,20.0,CT
H11,UPCOM,Xây dựng HUD101,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,38,175.0,0.002,http://www.hud101.vn,,-0.203,-0.157,-0.187,1.1,1.1,CT
PFL,UPCOM,Dầu khí Đông Đô,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,32,1646.0,0.002,http://daukhidongdo.vn,2.3,-0.116,-0.392,-0.35,50.0,50.0,CT
UDJ,UPCOM,Becamex UDJ,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,16,676.0,0.047,http://www.becamexudj.com.vn,4.0,-0.182,-0.227,-0.245,16.5,16.5,CT
VIH,UPCOM,Viglacera Hà Nội,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,468,378.0,0.0,http://www.viglacerahanoi.com.vn,,-0.016,0.078,0.621,5.6,5.6,CT
TVA,UPCOM,Sứ Viglacera Thanh Trì,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,335,339.0,0.0,http://www.viglacerathanhtri.vn,,-0.162,0.309,0.153,6.3,6.3,CT
HEJ,UPCOM,Tư vấn Xây dựng Thủy Lợi VN,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,274,0.0,0.0,http://www.hec.com.vn,,-0.081,-0.118,-0.335,4.4,4.4,CT
ACC,HOSE,Đầu tư và XD Bình Dương ACC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,253,2386.0,0.083,http://www.becamexacc.com.vn,2.7,-0.102,-0.199,0.427,105.0,105.0,CT
TTA,HOSE,XD và PT Trường Thành,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,138,8256.0,0.003,http://www.truongthanhgroup.com.vn,2.7,0.021,-0.145,-0.141,157.5,157.5,CT
DVW,UPCOM,DV và XD cấp nước Đồng Nai,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,120,111.0,0.0,http://www.dvxdcn.com,,-0.016,0.078,1.099,2.3,2.3,CT
CDR,UPCOM,Xây dựng Cao su Đồng Nai,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,91,186.0,0.0,http://www.dorucon.com.vn,,0.171,-0.088,-0.059,2.1,2.1,CT
CDC,HOSE,Chương Dương Corp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,90,963.0,0.004,https://chuongduongcorp.vn,2.7,-0.007,0.046,0.352,22.0,22.0,CT
NDX,HNX,Phát triển Nhà Đà Nẵng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,87,107.0,0.064,http://www.ndx.com.vn,,0.022,-0.06,-0.158,9.6,10.0,CT
TTB,HOSE,Tập đoàn Tiến Bộ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,69,335.0,0.0,http://www.tienbo.vn,2.0,0.033,-0.182,-0.41,101.5,101.5,CT
SIG,UPCOM,Đầu tư và Thương mại Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,60,113.0,0.0,http://www.sodic.com.vn,2.5,0.2,-0.081,-0.189,10.0,10.0,CT
X77,UPCOM,Thành An 77,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,47,183.0,0.0,http://www.thanhan77.vn,,-0.016,0.078,0.343,1.3,1.3,CT
EIC,UPCOM,EVN Quốc Tế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,30,1764.0,0.0,http://www.evni.vn,3.1,-0.093,-0.074,0.399,36.7,36.7,CT
CDO,UPCOM,Tư vấn Thiết kế và PT Đô thị,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,21,1919.0,0.006,http://www.cddc.vn,,-0.133,-0.405,-0.407,31.5,31.5,CT
ALV,UPCOM,Xây dựng ALVICO,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,15,115.0,0.003,http://www.alvico.vn,,-0.137,-0.263,-0.099,5.7,5.7,CT
HOM,HNX,Xi măng VICEM Hoàng Mai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009,833,4010.0,0.01,http://www.ximanghoangmai.vn,2.4,-0.094,-0.231,-0.213,72.0,74.8,CT
PXT,UPCOM,Xây lắp Đường ống Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,433,501.0,0.022,http://www.pvc-pt.vn,,-0.119,-0.219,-0.274,20.0,20.0,CT
PSG,UPCOM,XL Dầu khí Sài Gòn,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,425,0.0,0.0,http://www.pvcsg.com.vn,2.8,-0.152,-0.191,0.074,35.0,35.0,CT
C71,UPCOM,Xây dựng 471,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,357,328.0,0.0,http://www.congty471.com.vn,,,,,7.0,7.0,CT
XLV,UPCOM,XL và DV Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,183,199.0,0.0,http://www.songdasdsec.com.vn,,-0.016,-0.061,-0.015,3.0,3.0,CT
TA6,UPCOM,Đầu tư và Xây lắp Thành An 665,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,164,168.0,0.006,http://www.congty665.com.vn,,-0.016,0.078,0.762,3.0,3.0,CT
VC1,HNX,Xây dựng số 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,121,0.0,0.026,http://www.vinaconex1.com.vn,,-0.138,-0.169,-0.205,12.0,12.0,CT
DFF,UPCOM,Tập đoàn Đua Fat,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,120,307.0,0.0,https://duafat.com.vn,1.8,-0.07,-0.02,-0.157,80.0,80.0,CT
PXI,UPCOM,XL CN và dân dụng Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,60,3099.0,0.002,http://www.pvc-ic.com.vn,,-0.066,-0.328,-0.351,30.0,30.0,CT
MCG,HOSE,Năng lượng và Bất động sản MCG,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,43,4853.0,0.002,http://www.mecojsc.vn,2.0,0.056,-0.336,-0.454,52.1,57.5,CT
PID,UPCOM,Trang trí nội thất Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,42,0.0,0.0,http://www.pvcid.vn,,0.082,0.232,0.559,4.0,4.0,CT
MBG,HNX,Tập đoàn MBG,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009,31,9038.0,0.012,http://www.maxxbau.com,3.1,-0.04,-0.167,-0.366,120.2,112.4,CT
S74,UPCOM,Sông Đà 7.04,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,29,448.0,0.01,http://www.songda704.com.vn,,-0.056,0.145,0.398,6.5,6.5,CT
MST,HNX,Đầu tư MST,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,21,4201.0,0.001,http://www.mmst.vn,2.6,-0.149,-0.2,-0.366,68.1,68.1,CT
EVG,HOSE,Tập đoàn Everland,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,20,1398.0,0.001,http://www.everland.vn,2.6,-0.091,-0.231,-0.375,215.2,215.2,CT
KSK,UPCOM,Khoáng sản luyện kim màu,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009,9,306.0,0.001,http://www.ksk.com.vn,,,,,23.9,23.9,CT
KPF,HOSE,Đầu tư Tài sản KOJI,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2009,5,846.0,0.031,http://www.kpf.com.vn,2.5,-0.055,0.066,-0.077,60.9,60.9,CT
CTR,HOSE,Công trình Viettel,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,9536,9288.0,0.098,http://www.congtrinhviettel.com.vn,2.8,-0.082,-0.245,-0.039,114.4,114.4,CT
VGC,HOSE,Tổng Công ty Viglacera,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,7629,4286.0,0.057,http://www.viglacera.com.vn,3.1,-0.032,-0.358,-0.039,448.4,448.4,CT
SJG,UPCOM,Tổng Công ty Sông Đà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,4206,275.0,0.0,http://www.songda.vn,2.6,-0.152,-0.205,-0.202,449.5,449.5,CT
CC1,UPCOM,TCT Xây dựng số 1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,1931,804.0,0.0,http://www.cc1jsc.com.vn,2.5,-0.032,-0.043,0.077,328.6,328.9,CT
HHV,HOSE,Đầu tư Hạ tầng Giao thông Đèo Cả,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,987,366.0,0.021,https://hhv.com.vn,2.2,0.004,-0.177,-0.298,534.8,267.4,CT
SCI,HNX,SCI E&amp;C,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,539,335.0,0.011,http://www.sci-enc.com,3.0,-0.141,-0.229,-0.502,25.4,25.4,CT
BDT,UPCOM,VLXD Đồng Tháp,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,513,446.0,0.005,http://www.dongthapbmc.vn,3.0,-0.044,0.059,0.461,38.6,38.6,CT
GTS,UPCOM,Công trình Giao thông Sài Gòn,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,505,638.0,0.002,http://www.giaothongsaigon.com.vn,2.7,-0.016,0.194,0.165,28.5,28.5,CT
MVC,UPCOM,Vật liệu và XD Bình Dương,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,429,280.0,0.0,http://www.vlxdbd.com.vn,2.3,-0.219,-0.289,-0.398,100.0,100.0,CT
HFB,UPCOM,Công trình Cầu phà TP HCM,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,271,286.0,0.0,http://www.caupha.com,,-0.016,0.228,0.137,9.1,9.1,CT
LIC,UPCOM,LICOGI,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,255,319.0,0.0,http://www.licogi.com.vn,2.2,-0.15,-0.113,-0.346,90.0,90.0,CT
PDB,HNX,DIN Capital,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,191,720.0,0.001,http://www.dufago.com.vn,,-0.113,-0.264,-0.294,8.9,8.9,CT
GKM,HNX,Khang Minh Group,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,137,281.0,0.0,https://khangminhgroup.com/,2.7,0.018,-0.101,0.229,23.8,23.8,CT
BMN,UPCOM,Công ty 715,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,134,167.0,0.0,http://www.congty715.com.vn,,-0.397,0.18,1.289,2.8,2.8,CT
HVH,HOSE,Đầu tư và Công nghệ HVC,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,102,0.0,0.006,http://www.hvcgroup.net,3.1,-0.048,-0.189,-0.352,36.9,36.9,CT
CRC,HOSE,Create Capital Việt Nam,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,80,3531.0,0.003,http://www.createcapital.vn,2.9,-0.058,0.041,-0.259,30.0,30.0,CT
LG9,UPCOM,Cơ giới và XL số 9 (Licogi 9),181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,68,240.0,0.0,http://www.licogi9.com.vn,2.3,-0.016,-0.337,-0.04,5.0,5.0,CT
FIC,UPCOM,VLXD số 1,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,67,163.0,0.0,http://www.fico.com.vn,2.1,-0.036,-0.029,0.262,127.0,127.0,CT
